episode,temp,current_cost,best_cost,acceptance_rate,violations
0,50.000000,10.000000,9.000000,1.0000
1,45.600542,10.000000,9.000000,1.0000
2,41.588189,9.000000,8.000000,1.0000
3,37.928879,10.000000,8.000000,1.0000
4,34.591549,10.000000,8.000000,1.0000
5,31.547867,10.000000,8.000000,1.0000
6,28.771997,10.000000,8.000000,1.0000
7,26.240373,10.000000,8.000000,1.0000
8,23.931505,7.000000,7.000000,1.0000
9,21.825792,8.000000,6.000000,1.0000
10,19.905359,9.000000,6.000000,1.0000
11,18.153903,10.000000,6.000000,1.0000
12,16.556556,9.000000,6.000000,1.0000
13,15.099759,11.000000,6.000000,1.0000
14,13.771144,10.000000,6.000000,1.0000
15,12.559432,11.000000,6.000000,1.0000
16,11.454338,10.000000,6.000000,1.0000
17,10.446481,9.000000,6.000000,1.0000
18,9.527304,10.000000,6.000000,1.0000
19,8.689004,9.000000,6.000000,1.0000
20,7.924466,10.000000,6.000000,1.0000
21,7.227199,9.000000,6.000000,1.0000
22,6.591284,9.000000,6.000000,1.0000
23,6.011322,10.000000,6.000000,0.6667
24,5.482391,8.000000,6.000000,1.0000
25,5.000000,8.000000,6.000000,1.0000
26,4.560054,9.000000,6.000000,0.6667
27,4.158819,8.000000,6.000000,1.0000
28,3.792888,8.000000,6.000000,0.6667
29,3.459155,10.000000,6.000000,0.6667
30,3.154787,11.000000,6.000000,1.0000
31,2.877200,9.000000,6.000000,0.6667
32,2.624037,8.000000,6.000000,1.0000
33,2.393150,8.000000,6.000000,0.6667
34,2.182579,10.000000,6.000000,0.6667
35,1.990536,10.000000,6.000000,1.0000
36,1.815390,12.000000,6.000000,1.0000
37,1.655656,12.000000,6.000000,1.0000
38,1.509976,10.000000,6.000000,1.0000
39,1.377114,11.000000,6.000000,1.0000
40,1.255943,9.000000,6.000000,0.6667
41,1.145434,9.000000,6.000000,1.0000
42,1.044648,11.000000,6.000000,1.0000
43,0.952730,11.000000,6.000000,1.0000
44,0.868900,9.000000,6.000000,1.0000
45,0.792447,8.000000,6.000000,0.6667
46,0.722720,9.000000,6.000000,0.3333
47,0.659128,9.000000,6.000000,0.6667
48,0.601132,7.000000,6.000000,0.6667
49,0.548239,7.000000,6.000000,0.0000
