episode,temp,current_cost,best_cost,acceptance_rate,violations
0,50.000000,71.000000,67.000000,1.0000
1,45.600542,69.000000,65.000000,1.0000
2,41.588189,69.000000,65.000000,1.0000
3,37.928879,67.000000,65.000000,1.0000
4,34.591549,63.000000,63.000000,1.0000
5,31.547867,81.000000,63.000000,1.0000
6,28.771997,67.000000,63.000000,1.0000
7,26.240373,71.000000,63.000000,0.9000
8,23.931505,69.000000,63.000000,1.0000
9,21.825792,79.000000,63.000000,0.8000
10,19.905359,69.000000,63.000000,0.9000
11,18.153903,113.000000,63.000000,0.7000
12,16.556556,69.000000,63.000000,0.8000
13,15.099759,71.000000,63.000000,0.9000
14,13.771144,65.000000,63.000000,1.0000
15,12.559432,71.000000,63.000000,0.9000
16,11.454338,89.000000,63.000000,0.8000
17,10.446481,75.000000,63.000000,1.0000
18,9.527304,69.000000,61.000000,0.9000
19,8.689004,73.000000,61.000000,0.6000
20,7.924466,77.000000,61.000000,0.9000
21,7.227199,67.000000,61.000000,0.9000
22,6.591284,67.000000,61.000000,0.9000
23,6.011322,61.000000,61.000000,1.0000
24,5.482391,63.000000,61.000000,1.0000
25,5.000000,65.000000,61.000000,0.8000
26,4.560054,59.000000,59.000000,0.8000
27,4.158819,63.000000,59.000000,0.8000
28,3.792888,59.000000,59.000000,0.9000
29,3.459155,59.000000,59.000000,0.9000
30,3.154787,61.000000,57.000000,1.0000
31,2.877200,61.000000,57.000000,0.8000
32,2.624037,63.000000,57.000000,0.6000
33,2.393150,63.000000,57.000000,0.6000
34,2.182579,61.000000,57.000000,0.9000
35,1.990536,63.000000,57.000000,0.8000
36,1.815390,63.000000,57.000000,0.7000
37,1.655656,63.000000,57.000000,0.6000
38,1.509976,59.000000,57.000000,0.7000
39,1.377114,57.000000,57.000000,0.5000
40,1.255943,59.000000,57.000000,0.8000
41,1.145434,57.000000,57.000000,0.8000
42,1.044648,59.000000,57.000000,0.5000
43,0.952730,61.000000,57.000000,0.7000
44,0.868900,61.000000,57.000000,0.6000
45,0.792447,61.000000,57.000000,0.4000
46,0.722720,57.000000,57.000000,0.7000
47,0.659128,57.000000,57.000000,0.4000
48,0.601132,55.000000,55.000000,0.6000
49,0.548239,55.000000,55.000000,0.4000
